Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
19,9.5e-05,0.300198,0.386439,2033.26
20,9.5e-05,0.298561,0.387531,2033.26
21,9.5e-05,0.297600,0.386460,2033.26
22,9.5e-05,0.296259,0.387575,2033.26
23,9.5e-05,0.295021,0.387132,2033.26
24,9.5e-05,0.294188,0.386975,2033.26
25,9.5e-05,0.292930,0.386687,2033.26
26,9.5e-05,0.292063,0.388347,2033.26
27,9.5e-05,0.291356,0.390696,2033.26
28,9.5e-05,0.290568,0.387453,2033.26
29,9.5e-05,0.289722,0.387226,2033.26
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0001,0.835221,0.730286,2033.26
2,0.0001,0.488733,0.595675,2033.26
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0001,0.835221,0.730286,2024.38
2,0.0001,0.488733,0.595675,2024.38
3,0.0001,0.425818,0.536457,2033.39
4,0.0001,0.388279,0.512630,2033.39
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0001,0.835221,0.730286,2036.88
2,0.0001,0.488733,0.595675,2036.88
3,0.0001,0.425818,0.536457,2036.88
4,0.0001,0.388279,0.512630,2036.88
5,0.0001,0.365159,0.491041,2036.88
6,0.0001,0.351948,0.471253,2036.88
7,0.0001,0.341751,0.448048,2036.88
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,0.0001,0.835221,0.730286,2040.03
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,3.6195278307376697e-06,1.443953,3.517740,3351.59
2,3.6195278307376697e-06,1.436272,3.507433,3351.59
3,3.6195278307376697e-06,1.429686,3.497426,3351.59
4,3.6195278307376697e-06,1.423556,3.486467,3351.59
5,3.6195278307376697e-06,1.417366,3.474296,3351.59
6,3.6195278307376697e-06,1.410960,3.461534,3351.59
7,3.6195278307376697e-06,1.404042,3.448150,3351.59
8,3.6195278307376697e-06,1.396617,3.434260,3351.59
9,3.6195278307376697e-06,1.388607,3.419293,3351.59
10,3.6195278307376697e-06,1.379815,3.402906,3351.59
11,3.6195278307376697e-06,1.370241,3.385234,3351.59
12,3.6195278307376697e-06,1.359635,3.366235,3351.59
13,3.6195278307376697e-06,1.348248,3.346071,3351.59
14,3.6195278307376697e-06,1.335900,3.324728,3351.59
15,3.6195278307376697e-06,1.322510,3.301686,3351.59
16,3.6195278307376697e-06,1.308233,3.276912,3351.59
17,3.6195278307376697e-06,1.293097,3.250702,3351.59
18,3.5308508577170726e-06,1.277350,3.223901,3351.59
19,3.5308508577170726e-06,1.261542,3.196922,3351.59
20,3.5308508577170726e-06,1.245778,3.170372,3351.59
21,3.5308508577170726e-06,1.230013,3.144629,3351.59
22,3.5308508577170726e-06,1.214498,3.117862,3351.59
23,3.5308508577170726e-06,1.199153,3.089427,3351.59
24,3.5308508577170726e-06,1.184085,3.060507,3351.59
25,3.5308508577170726e-06,1.169261,3.031969,3351.59
26,3.5308508577170726e-06,1.154520,3.003764,3351.59
27,3.5308508577170726e-06,1.140329,2.975912,3351.59
28,3.5308508577170726e-06,1.126237,2.948311,3351.59
29,3.5308508577170726e-06,1.112630,2.921040,3351.59
30,3.5308508577170726e-06,1.099111,2.895158,3351.59
31,3.5308508577170726e-06,1.085966,2.868402,3351.59
32,3.5308508577170726e-06,1.072809,2.841720,3351.59
33,3.5308508577170726e-06,1.060039,2.814707,3351.59
34,3.5308508577170726e-06,1.047306,2.786611,3351.59
35,3.5308508577170726e-06,1.034472,2.757798,3351.59
36,3.4443464347946726e-06,1.021617,2.728393,3351.59
37,3.4443464347946726e-06,1.008421,2.698204,3351.59
38,3.4443464347946726e-06,0.995354,2.667387,3351.59
39,3.4443464347946726e-06,0.981648,2.634987,3351.59
40,3.4443464347946726e-06,0.968157,2.602025,3351.59
41,3.4443464347946726e-06,0.954663,2.568820,3351.59
42,3.4443464347946726e-06,0.940665,2.534218,3351.59
43,3.4443464347946726e-06,0.917600,2.407192,3351.59
44,3.4443464347946726e-06,0.880212,2.244519,3351.59
45,3.4443464347946726e-06,0.859413,2.168306,3351.59
46,3.4443464347946726e-06,0.841243,2.096381,3351.59
47,3.4443464347946726e-06,0.824286,2.035809,3351.59
48,3.4443464347946726e-06,0.808494,1.979128,3351.59
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,2.705086444569305e-06,0.701636,0.575577,565.30
2,2.705086444569305e-06,0.523107,0.501098,565.30
3,2.705086444569305e-06,0.492159,0.484913,565.30
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
New Epoch,LR,TrainLoss,ValLoss,GPUMem(MB)
1,1.0190748985806451e-05,1.107696,1.093665,747.79
2,1.0190748985806451e-05,0.975142,0.913632,747.79
3,1.0190748985806451e-05,0.816534,0.766219,747.79
4,1.0190748985806451e-05,0.707208,0.680440,747.79
5,1.0190748985806451e-05,0.638236,0.625633,747.79
6,1.0190748985806451e-05,0.595125,0.585088,747.79
7,1.0190748985806451e-05,0.562746,0.550044,747.79
8,1.0190748985806451e-05,0.539223,0.526343,747.79
9,1.0190748985806451e-05,0.524965,0.512318,747.79
10,1.0190748985806451e-05,0.515360,0.503044,747.79
11,1.0190748985806451e-05,0.508082,0.496419,747.79
12,1.0190748985806451e-05,0.502043,0.491184,747.79
13,1.0190748985806451e-05,0.497175,0.486929,747.79
14,1.0190748985806451e-05,0.493038,0.483472,747.79
15,1.0190748985806451e-05,0.489278,0.480464,747.79
16,1.0190748985806451e-05,0.486136,0.477977,747.79
17,1.0190748985806451e-05,0.483320,0.475888,747.79
18,9.596316624086398e-06,0.480849,0.474059,747.79
19,9.596316624086398e-06,0.478700,0.472263,747.79
20,9.596316624086398e-06,0.476768,0.471006,747.79
21,9.596316624086398e-06,0.475013,0.469566,747.79
22,9.596316624086398e-06,0.473406,0.468431,747.79
23,9.596316624086398e-06,0.471927,0.467231,747.79
24,9.596316624086398e-06,0.470475,0.466180,747.79
25,9.596316624086398e-06,0.469110,0.465268,747.79
26,9.596316624086398e-06,0.467858,0.464288,747.79
27,9.596316624086398e-06,0.466764,0.463400,747.79
28,9.596316624086398e-06,0.465526,0.462500,747.79
29,9.596316624086398e-06,0.464537,0.461688,747.79
30,9.596316624086398e-06,0.463509,0.460950,747.79
31,9.596316624086398e-06,0.462475,0.460287,747.79
32,9.596316624086398e-06,0.461596,0.459591,747.79
33,9.596316624086398e-06,0.460709,0.458945,747.79
34,9.596316624086398e-06,0.459832,0.458382,747.79
35,9.596316624086398e-06,0.459018,0.457809,747.79
36,9.036557850456114e-06,0.458184,0.457318,747.79
37,9.036557850456114e-06,0.457542,0.456833,747.79
38,9.036557850456114e-06,0.456866,0.456424,747.79
39,9.036557850456114e-06,0.456256,0.456034,747.79
40,9.036557850456114e-06,0.455580,0.455596,747.79
41,9.036557850456114e-06,0.455044,0.455274,747.79
42,9.036557850456114e-06,0.454467,0.454894,747.79
43,9.036557850456114e-06,0.453926,0.454512,747.79
44,9.036557850456114e-06,0.453442,0.454200,747.79
45,9.036557850456114e-06,0.453014,0.453925,747.79
46,9.036557850456114e-06,0.452448,0.453620,747.79
47,9.036557850456114e-06,0.452036,0.453302,747.79
48,9.036557850456114e-06,0.451671,0.453026,747.79
49,9.036557850456114e-06,0.451192,0.452718,747.79
50,9.036557850456114e-06,0.450767,0.452471,747.79
51,9.036557850456114e-06,0.450404,0.452206,747.79
52,9.036557850456114e-06,0.450005,0.452042,747.79
53,9.036557850456114e-06,0.449655,0.451658,747.79
54,8.50945013419816e-06,0.449248,0.451511,747.79
55,8.50945013419816e-06,0.448943,0.451259,747.79
56,8.50945013419816e-06,0.448581,0.451027,747.79
57,8.50945013419816e-06,0.448308,0.450809,747.79
58,8.50945013419816e-06,0.447997,0.450637,747.79
59,8.50945013419816e-06,0.447677,0.450356,747.79
60,8.50945013419816e-06,0.447401,0.450259,747.79
61,8.50945013419816e-06,0.447166,0.450005,747.79
62,8.50945013419816e-06,0.446880,0.449829,747.79
63,8.50945013419816e-06,0.446617,0.449702,747.79
64,8.50945013419816e-06,0.446381,0.449544,747.79
65,8.50945013419816e-06,0.446102,0.449375,747.79
66,8.50945013419816e-06,0.445851,0.449097,747.79
67,8.50945013419816e-06,0.445672,0.448972,747.79
68,8.50945013419816e-06,0.445424,0.448799,747.79
69,8.50945013419816e-06,0.445158,0.448613,747.79
70,8.50945013419816e-06,0.444915,0.448492,747.79
71,8.50945013419816e-06,0.444647,0.448288,747.79
72,8.013088919997363e-06,0.444482,0.448173,747.79
73,8.013088919997363e-06,0.444299,0.447974,747.79
74,8.013088919997363e-06,0.444039,0.447844,747.79
75,8.013088919997363e-06,0.443876,0.447767,747.79
76,8.013088919997363e-06,0.443680,0.447619,747.79
77,8.013088919997363e-06,0.443456,0.447512,747.79
78,8.013088919997363e-06,0.443280,0.447482,747.79
79,8.013088919997363e-06,0.443133,0.447147,747.79
80,8.013088919997363e-06,0.442920,0.447100,747.79
81,8.013088919997363e-06,0.442767,0.446963,747.79
82,8.013088919997363e-06,0.442631,0.446793,747.79
83,8.013088919997363e-06,0.442378,0.446742,747.79
84,8.013088919997363e-06,0.442205,0.446537,747.79
85,8.013088919997363e-06,0.442094,0.446437,747.79
86,8.013088919997363e-06,0.441873,0.446330,747.79
87,8.013088919997363e-06,0.441729,0.446221,747.79
88,8.013088919997363e-06,0.441556,0.446003,747.79
89,8.013088919997363e-06,0.441397,0.445888,747.79
90,7.545680746366456e-06,0.441245,0.445793,747.79
91,7.545680746366456e-06,0.441122,0.445650,747.79
92,7.545680746366456e-06,0.440986,0.445510,747.79
93,7.545680746366456e-06,0.440819,0.445406,747.79
94,7.545680746366456e-06,0.440616,0.445357,747.79
95,7.545680746366456e-06,0.440551,0.445237,747.79
96,7.545680746366456e-06,0.440393,0.445117,747.79
97,7.545680746366456e-06,0.440279,0.445029,747.79
98,7.545680746366456e-06,0.440098,0.444886,747.79
99,7.545680746366456e-06,0.439944,0.444787,747.79
100,7.545680746366456e-06,0.439850,0.444689,747.79
101,7.545680746366456e-06,0.439727,0.444579,747.79
102,7.545680746366456e-06,0.439608,0.444496,747.79
103,7.545680746366456e-06,0.439463,0.444327,747.79
104,7.545680746366456e-06,0.439341,0.444245,747.79
105,7.545680746366456e-06,0.439223,0.444165,747.79
106,7.545680746366456e-06,0.439107,0.444102,747.79
107,7.545680746366456e-06,0.438948,0.443924,747.79
108,7.105536765477971e-06,0.438831,0.443864,747.79
109,7.105536765477971e-06,0.438736,0.443762,747.79
110,7.105536765477971e-06,0.438605,0.443671,747.79
111,7.105536765477971e-06,0.438503,0.443597,747.79
112,7.105536765477971e-06,0.438405,0.443518,747.79
113,7.105536765477971e-06,0.438276,0.443442,747.79
114,7.105536765477971e-06,0.438173,0.443323,747.79
115,7.105536765477971e-06,0.438087,0.443206,747.79
116,7.105536765477971e-06,0.437942,0.443149,747.79
117,7.105536765477971e-06,0.437868,0.443036,747.79
118,7.105536765477971e-06,0.437741,0.442955,747.79
119,7.105536765477971e-06,0.437659,0.442909,747.79
120,7.105536765477971e-06,0.437553,0.442831,747.79
121,7.105536765477971e-06,0.437441,0.442732,747.79
122,7.105536765477971e-06,0.437344,0.442673,747.79
123,7.105536765477971e-06,0.437268,0.442558,747.79
124,7.105536765477971e-06,0.437193,0.442462,747.79
125,7.105536765477971e-06,0.437034,0.442379,747.79
126,6.691066640988148e-06,0.436992,0.442362,747.79
127,6.691066640988148e-06,0.436892,0.442238,747.79
128,6.691066640988148e-06,0.436779,0.442196,747.79
129,6.691066640988148e-06,0.436684,0.442115,747.79
130,6.691066640988148e-06,0.436575,0.442049,747.79
131,6.691066640988148e-06,0.436482,0.441988,747.79
132,6.691066640988148e-06,0.436452,0.441898,747.79
133,6.691066640988148e-06,0.436345,0.441836,747.79
134,6.691066640988148e-06,0.436269,0.441755,747.79
135,6.691066640988148e-06,0.436174,0.441683,747.79
136,6.691066640988148e-06,0.436121,0.441627,747.79
137,6.691066640988148e-06,0.436013,0.441587,747.79
138,6.691066640988148e-06,0.435933,0.441487,747.79
139,6.691066640988148e-06,0.435799,0.441415,747.79
140,6.691066640988148e-06,0.435746,0.441380,747.79
141,6.691066640988148e-06,0.435674,0.441322,747.79
142,6.691066640988148e-06,0.435582,0.441232,747.79
143,6.691066640988148e-06,0.435525,0.441175,747.79
144,6.300772801804346e-06,0.435466,0.441087,747.79
145,6.300772801804346e-06,0.435374,0.441055,747.79
146,6.300772801804346e-06,0.435316,0.440990,747.79
147,6.300772801804346e-06,0.435212,0.440937,747.79
148,6.300772801804346e-06,0.435175,0.440877,747.79
149,6.300772801804346e-06,0.435095,0.440848,747.79
150,6.300772801804346e-06,0.435003,0.440777,747.79
151,6.300772801804346e-06,0.434958,0.440706,747.79
152,6.300772801804346e-06,0.434854,0.440663,747.79
153,6.300772801804346e-06,0.434798,0.440595,747.79
154,6.300772801804346e-06,0.434765,0.440523,747.79
155,6.300772801804346e-06,0.434635,0.440481,747.79
156,6.300772801804346e-06,0.434596,0.440435,747.79
157,6.300772801804346e-06,0.434535,0.440373,747.79
158,6.300772801804346e-06,0.434480,0.440315,747.79
159,6.300772801804346e-06,0.434404,0.440273,747.79
160,6.300772801804346e-06,0.434312,0.440202,747.79
161,6.300772801804346e-06,0.434284,0.440144,747.79
162,5.933245031033566e-06,0.434159,0.440090,747.79
163,5.933245031033566e-06,0.434150,0.440065,747.79
164,5.933245031033566e-06,0.434058,0.440014,747.79
165,5.933245031033566e-06,0.434007,0.439961,747.79
166,5.933245031033566e-06,0.433941,0.439922,747.79
167,5.933245031033566e-06,0.433920,0.439875,747.79
168,5.933245031033566e-06,0.433832,0.439815,747.79
169,5.933245031033566e-06,0.433764,0.439776,747.79
170,5.933245031033566e-06,0.433745,0.439738,747.79
171,5.933245031033566e-06,0.433655,0.439680,747.79
172,5.933245031033566e-06,0.433634,0.439625,747.79
173,5.933245031033566e-06,0.433539,0.439573,747.79
174,5.933245031033566e-06,0.433480,0.439539,747.79
175,5.933245031033566e-06,0.433423,0.439481,747.79
176,5.933245031033566e-06,0.433368,0.439443,747.79
177,5.933245031033566e-06,0.433355,0.439388,747.79
178,5.933245031033566e-06,0.433249,0.439356,747.79
179,5.933245031033566e-06,0.433208,0.439309,747.79
180,5.587155370560789e-06,0.433157,0.439245,747.79
181,5.587155370560789e-06,0.433117,0.439226,747.79
182,5.587155370560789e-06,0.433073,0.439193,747.79
183,5.587155370560789e-06,0.433012,0.439157,747.79
184,5.587155370560789e-06,0.432951,0.439107,747.79
185,5.587155370560789e-06,0.432917,0.439067,747.79
186,5.587155370560789e-06,0.432823,0.439014,747.79
187,5.587155370560789e-06,0.432798,0.438985,747.79
188,5.587155370560789e-06,0.432762,0.438941,747.79
189,5.587155370560789e-06,0.432729,0.438905,747.79
190,5.587155370560789e-06,0.432656,0.438860,747.79
191,5.587155370560789e-06,0.432594,0.438836,747.79
192,5.587155370560789e-06,0.432576,0.438778,747.79
193,5.587155370560789e-06,0.432510,0.438739,747.79
194,5.587155370560789e-06,0.432469,0.438701,747.79
195,5.587155370560789e-06,0.432405,0.438665,747.79
196,5.587155370560789e-06,0.432374,0.438623,747.79
197,5.587155370560789e-06,0.432311,0.438587,747.79
198,5.2612533228462365e-06,0.432270,0.438547,747.79
199,5.2612533228462365e-06,0.432195,0.438503,747.79
200,5.2612533228462365e-06,0.432193,0.438491,747.79
201,5.2612533228462365e-06,0.432105,0.438445,747.79
202,5.2612533228462365e-06,0.432074,0.438409,747.79
203,5.2612533228462365e-06,0.432051,0.438369,747.79
204,5.2612533228462365e-06,0.432016,0.438339,747.79
205,5.2612533228462365e-06,0.431970,0.438313,747.79
206,5.2612533228462365e-06,0.431949,0.438276,747.79
207,5.2612533228462365e-06,0.431848,0.438228,747.79
208,5.2612533228462365e-06,0.431843,0.438194,747.79
209,5.2612533228462365e-06,0.431790,0.438164,747.79
210,5.2612533228462365e-06,0.431763,0.438119,747.79
211,5.2612533228462365e-06,0.431752,0.438087,747.79
212,5.2612533228462365e-06,0.431656,0.438055,747.79
213,5.2612533228462365e-06,0.431627,0.438007,747.79
214,5.2612533228462365e-06,0.431588,0.437977,747.79
215,5.2612533228462365e-06,0.431564,0.437946,747.79
216,4.9543613326046116e-06,0.431509,0.437916,747.79
217,4.9543613326046116e-06,0.431514,0.437912,747.79
218,4.9543613326046116e-06,0.431432,0.437875,747.79
219,4.9543613326046116e-06,0.431424,0.437832,747.79
220,4.9543613326046116e-06,0.431388,0.437812,747.79
221,4.9543613326046116e-06,0.431299,0.437779,747.79
222,4.9543613326046116e-06,0.431273,0.437747,747.79
223,4.9543613326046116e-06,0.431245,0.437711,747.79
224,4.9543613326046116e-06,0.431208,0.437684,747.79
225,4.9543613326046116e-06,0.431191,0.437664,747.79
226,4.9543613326046116e-06,0.431134,0.437628,747.79
227,4.9543613326046116e-06,0.431101,0.437589,747.79
228,4.9543613326046116e-06,0.431049,0.437565,747.79
229,4.9543613326046116e-06,0.431015,0.437536,747.79
230,4.9543613326046116e-06,0.431006,0.437500,747.79
231,4.9543613326046116e-06,0.430956,0.437475,747.79
232,4.9543613326046116e-06,0.430910,0.437448,747.79
233,4.9543613326046116e-06,0.430905,0.437420,747.79
234,4.665370532040642e-06,0.430853,0.437382,747.79
235,4.665370532040642e-06,0.430806,0.437378,747.79
236,4.665370532040642e-06,0.430763,0.437347,747.79
237,4.665370532040642e-06,0.430720,0.437319,747.79
238,4.665370532040642e-06,0.430720,0.437295,747.79
239,4.665370532040642e-06,0.430650,0.437264,747.79
240,4.665370532040642e-06,0.430660,0.437249,747.79
241,4.665370532040642e-06,0.430634,0.437217,747.79
242,4.665370532040642e-06,0.430590,0.437181,747.79
243,4.665370532040642e-06,0.430559,0.437156,747.79
244,4.665370532040642e-06,0.430497,0.437136,747.79
245,4.665370532040642e-06,0.430528,0.437108,747.79
246,4.665370532040642e-06,0.430436,0.437075,747.79
247,4.665370532040642e-06,0.430422,0.437058,747.79
248,4.665370532040642e-06,0.430387,0.437023,747.79
249,4.665370532040642e-06,0.430356,0.436996,747.79
250,4.665370532040642e-06,0.430320,0.436970,747.79
251,4.665370532040642e-06,0.430254,0.436943,747.79
252,4.3932367342675245e-06,0.430255,0.436916,747.79
253,4.3932367342675245e-06,0.430266,0.436916,747.79
254,4.3932367342675245e-06,0.430215,0.436890,747.79
255,4.3932367342675245e-06,0.430171,0.436873,747.79
256,4.3932367342675245e-06,0.430153,0.436844,747.79
257,4.3932367342675245e-06,0.430112,0.436826,747.79
258,4.3932367342675245e-06,0.430132,0.436802,747.79
259,4.3932367342675245e-06,0.430059,0.436765,747.79
260,4.3932367342675245e-06,0.430045,0.436750,747.79
261,4.3932367342675245e-06,0.429973,0.436729,747.79
262,4.3932367342675245e-06,0.429965,0.436706,747.79
263,4.3932367342675245e-06,0.429957,0.436680,747.79
264,4.3932367342675245e-06,0.429903,0.436660,747.79
265,4.3932367342675245e-06,0.429914,0.436630,747.79
266,4.3932367342675245e-06,0.429849,0.436608,747.79
267,4.3932367342675245e-06,0.429864,0.436597,747.79
268,4.3932367342675245e-06,0.429817,0.436565,747.79
269,4.3932367342675245e-06,0.429765,0.436540,747.79
270,4.136976660431619e-06,0.429723,0.436520,747.79
271,4.136976660431619e-06,0.429737,0.436513,747.79
272,4.136976660431619e-06,0.429687,0.436490,747.79
273,4.136976660431619e-06,0.429697,0.436478,747.79
274,4.136976660431619e-06,0.429651,0.436460,747.79
275,4.136976660431619e-06,0.429638,0.436441,747.79
276,4.136976660431619e-06,0.429596,0.436417,747.79
277,4.136976660431619e-06,0.429572,0.436396,747.79
278,4.136976660431619e-06,0.429551,0.436380,747.79
279,4.136976660431619e-06,0.429531,0.436364,747.79
280,4.136976660431619e-06,0.429474,0.436335,747.79
281,4.136976660431619e-06,0.429489,0.436311,747.79
282,4.136976660431619e-06,0.429480,0.436288,747.79
283,4.136976660431619e-06,0.429448,0.436276,747.79
284,4.136976660431619e-06,0.429409,0.436254,747.79
285,4.136976660431619e-06,0.429362,0.436233,747.79
286,4.136976660431619e-06,0.429372,0.436205,747.79
287,4.136976660431619e-06,0.429314,0.436191,747.79
288,3.895664386911176e-06,0.429303,0.436171,747.79
289,3.895664386911176e-06,0.429277,0.436174,747.79
290,3.895664386911176e-06,0.429265,0.436160,747.79
291,3.895664386911176e-06,0.429218,0.436138,747.79
292,3.895664386911176e-06,0.429260,0.436120,747.79
293,3.895664386911176e-06,0.429217,0.436091,747.79
294,3.895664386911176e-06,0.429151,0.436082,747.79
295,3.895664386911176e-06,0.429112,0.436063,747.79
296,3.895664386911176e-06,0.429117,0.436050,747.79
297,3.895664386911176e-06,0.429106,0.436028,747.79
298,3.895664386911176e-06,0.429041,0.436009,747.79
299,3.895664386911176e-06,0.429053,0.435987,747.79
300,3.895664386911176e-06,0.429048,0.435971,747.79
301,3.895664386911176e-06,0.429033,0.435952,747.79
302,3.895664386911176e-06,0.428997,0.435941,747.79
303,3.895664386911176e-06,0.428977,0.435916,747.79
304,3.895664386911176e-06,0.428938,0.435900,747.79
305,3.895664386911176e-06,0.428944,0.435887,747.79
306,3.668427999752038e-06,0.428902,0.435860,747.79
307,3.668427999752038e-06,0.428899,0.435872,747.79
308,3.668427999752038e-06,0.428862,0.435848,747.79
309,3.668427999752038e-06,0.428852,0.435830,747.79
310,3.668427999752038e-06,0.428810,0.435822,747.79
311,3.668427999752038e-06,0.428808,0.435810,747.79
312,3.668427999752038e-06,0.428796,0.435787,747.79
313,3.668427999752038e-06,0.428779,0.435772,747.79
314,3.668427999752038e-06,0.428727,0.435751,747.79
315,3.668427999752038e-06,0.428738,0.435733,747.79
316,3.668427999752038e-06,0.428687,0.435721,747.79
317,3.668427999752038e-06,0.428679,0.435703,747.79
318,3.668427999752038e-06,0.428684,0.435681,747.79
